,P_2,D_39,B_1,B_2,R_1,S_3,D_41,B_3,D_42,D_43,D_44,B_4,D_45,B_5,R_2,D_46,D_47,D_48,D_49,B_6,B_7,B_8,D_50,D_51,B_9,R_3,D_52,P_3,B_10,D_53,S_5,B_11,S_6,D_54,R_4,S_7,B_12,S_8,D_55,D_56,B_13,R_5,D_58,S_9,B_14,D_59,D_60,D_61,B_15,S_11,D_62,D_63,D_64,D_65,B_16,B_17,B_18,B_19,D_66,B_20,D_68,S_12,R_6,S_13,B_21,D_69,B_22,D_70,D_71,D_72,S_15,B_23,D_73,P_4,D_74,D_75,D_76,B_24,R_7,D_77,B_25,B_26,D_78,D_79,R_8,R_9,S_16,D_80,R_10,R_11,B_27,D_81,D_82,S_17,R_12,B_28,R_13,D_83,R_14,R_15,D_84,R_16,B_29,B_30,S_18,D_86,D_87,R_17,R_18,D_88,B_31,S_19,R_19,B_32,S_20,R_20,R_21,B_33,D_89,R_22,R_23,D_91,D_92,D_93,D_94,R_24,R_25,D_96,S_22,S_23,S_24,S_25,S_26,D_102,D_103,D_104,D_105,D_106,D_107,B_36,B_37,R_26,R_27,B_38,D_108,D_109,D_110,D_111,B_39,D_112,B_40,S_27,D_113,D_114,D_115,D_116,D_117,D_118,D_119,D_120,D_121,D_122,D_123,D_124,D_125,D_126,D_127,D_128,D_129,B_41,B_42,D_130,D_131,D_132,D_133,R_28,D_134,D_135,D_136,D_137,D_138,D_139,D_140,D_141,D_142,D_143,D_144,D_145,default
R_27,0.320696659,-0.070014328,-0.080101612,0.183821917,-0.234127583,-0.209747593,-0.073457524,-0.103215653,-0.272667162,-0.283699663,-0.221170309,-0.088134584,0.203803039,0.042599096,-0.171515877,-0.083876354,0.218611602,-0.246719432,0.038376352,0.021523598,-0.113199055,-0.237700376,0.026650974,0.127500825,-0.227508908,-0.303871437,0.150074381,0.13067166,0.014229521,-0.101984846,0.000707132,-0.066338926,0.041596194,0.046642872,-0.155551298,-0.223674454,0.016321589,0.109830288,-0.164163213,0.055688057,0.021492248,-0.139899946,-0.193512944,-0.026283326,0.016090771,-0.138979346,0.062204894,-0.211961723,0.023784203,0.053671521,0.179817608,-0.040473284,-0.075961311,-0.037212809,-0.113481891,-0.130703674,0.181580323,-0.102758233,0.019755253,-0.093754667,0.178941297,-0.001181786,-0.072535745,0.064697897,-0.043607841,-0.002765232,-0.105483662,-0.177320547,0.041846078,-0.126811551,-0.163463795,-0.102404529,0.079510513,-0.205076955,-0.202046064,-0.210238333,0.024455272,-0.074138602,-0.040155965,0.200842137,-0.012260689,0.000417819,-0.182746448,-0.19278584,-0.143852658,0.005869358,-0.029862872,-0.014339123,-0.213819711,-0.208253433,-0.000154772,-0.104282276,0.002648712,-0.02112846,0.079837259,-0.018252593,-0.114976211,-0.079063117,-0.015499633,-0.11666551,-0.136227724,-0.244017992,-0.023759925,-0.127720234,0.019074097,0.032197417,,-0.09429938,-0.003286371,-0.113768545,0.068303484,-0.009681658,0.007041209,-0.029018722,-0.085051281,-0.111868173,-0.097705493,0.184153136,-0.112058547,-0.073672299,-0.009400909,0.060958157,0.071436314,0.028255996,0.037716537,-0.135435398,-0.067129927,0.038186579,-0.080704933,-0.039907409,-0.079380275,0.159738688,0.018934103,-0.014169583,-0.100759626,-0.099832911,0.04351477,0.007006679,-0.098017602,-0.018875621,-0.078350906,-0.045036457,1,-0.133927692,-0.051239025,0.009195523,-0.029081868,-0.050872945,0.023317216,0.066813457,-0.00536457,-0.001771197,-0.158117368,0.157314035,0.148022717,0.105451219,0.085801499,0.142701906,0.14122994,-0.177449534,0.145505728,0.112377509,-0.082185309,-0.05760302,-0.082524867,0.075502769,0.094079585,0.130984485,0.091612149,-0.056283661,0.058886637,-0.159604509,-0.188237083,0.079098299,-0.11673803,-0.021237065,0.096666485,-0.023358303,-0.105884381,0.007178706,0.025368061,-0.092499479,-0.091864497,-0.089940042,0.050091996,-0.092556873,0.005187458,-0.081340257,-0.281314202
B_38,-0.4703877,0.323559431,0.657790376,-0.765170829,0.33595919,0.153446013,0.278364367,0.762161847,0.035174418,0.118783088,0.435783628,0.512546414,-0.102043537,-0.043102192,0.243400172,0.096333823,-0.122670181,0.52625485,-0.02096017,-0.084500278,0.589333244,0.131086027,-0.070489805,-0.194763985,0.614119388,0.071789116,-0.16586847,-0.152795712,-0.047859747,0.157887574,0.053812323,0.630301143,-0.341872106,-0.111055833,0.231349816,0.12391094,-0.023683082,-0.016338121,0.537874985,-0.119862467,-0.024923193,0.164969551,0.507425874,0.035282878,0.172755537,0.092442688,0.018672469,0.480556455,0.018020443,-0.011799667,-0.343324835,0.088933697,0.17357623,0.033601406,0.813722081,0.466154075,-0.734127164,0.772530669,0.000563002,0.769295444,0.031016587,-0.013054706,0.133852553,-0.057836331,0.041362401,0.002538625,0.665539867,0.296778081,-0.07707142,0.139328008,0.048482073,0.589927464,0.084804142,-0.061000632,0.445988306,0.518335235,-0.156452478,0.066395972,0.083994486,-0.28777278,0.37293625,0.00695234,0.264499539,0.156061101,0.175059332,-0.015196062,0.038322991,0.057826702,0.272842305,0.048535992,-0.000161175,0.155686779,-0.021685669,0.03930525,-0.093914878,0.344187209,0.120118552,0.039590356,0.032413369,0.125484727,0.165208327,0.078380962,0.048069682,0.726433188,-0.011100024,-0.037202758,,0.099294042,0.002995946,0.272459434,-0.056889081,0.002323719,0.185548915,0.441557068,0.076593523,0.107364551,0.092407734,-0.787143859,0.133329557,0.125798978,0.010163196,-0.093259853,-0.142519984,-0.018329347,-0.064570403,0.142724156,0.059741282,-0.042507228,0.239150974,0.101057501,0.244482058,-0.350368455,-0.027143089,0.087188559,0.134965233,0.135343371,0.050661365,-0.009201897,0.125944495,0.028963821,0.658293797,0.050433676,-0.133927692,1,-0.00536395,-0.021117464,0.054920862,0.081651454,-0.114056567,-0.25806148,0.021159286,-0.071396681,0.074478112,-0.001302685,-0.098060502,0.150556327,-0.026855108,-0.093412703,-0.092026285,0.143843679,-0.078146878,-0.0680326,0.029275812,0.052521943,0.032990465,0.042576205,-0.143831151,-0.048521717,-0.006455284,0.052868928,-0.126647489,0.17685771,0.171759768,0.042820902,0.147312619,0.018408049,0.170015346,-0.028459826,-0.011512041,-0.037043076,-0.024432113,0.140182202,0.084215466,0.139032159,0.00095788,0.140192505,0.048104286,0.110297253,0.404743312
D_108,-0.078298619,0.02749902,0.010672953,0.000637648,0.055080594,0.090596654,0.021717385,-0.003334643,0.056385088,0.139600161,0.022428661,0.004950881,-0.063663138,-0.011972043,0.008295426,0.045489366,-0.089939587,0.037898651,0.009083334,0.003748855,-0.004522026,0.068902774,0.028845599,-0.030660662,0.029232135,0.147775184,-0.024290076,0.001255062,-0.001701628,0.007386655,0.011481552,0.012817687,0.006617234,-0.006562361,0.00286056,0.100353099,0.00759871,-0.033388761,0.006837978,-0.002439484,0.011754502,0.006301792,0.000940864,0.035977956,0.016686985,0.046464975,0.037626161,0.027936439,0.009510484,0.002541907,-0.038069266,0.075899225,-0.000817702,0.023065118,-0.0043147,0.014793733,-0.007290936,-0.010317288,-0.013895701,-0.010931015,-0.076300809,0.044005834,-0.001724746,0.023468374,0.004454918,0.005322891,0.027856083,0.000427981,0.030464295,0.00201962,0.048276012,-0.004070873,0.010639235,0.065788257,0.004970863,0.012507468,-0.031319171,0.05564552,-0.002851135,-0.049830336,0.02217795,0.020081508,0.013027472,0.016034905,0.007854505,-0.021000358,0.001855667,0.035269699,0.030234628,0.099852661,0.002333549,-0.001518502,0.141438074,0.030695144,-0.037931958,0.013961593,0.007549244,0.022851462,0.003440387,0.040208304,0.002214682,0.142908786,0.024283675,-0.010133662,0.014037919,0.011152961,,0.001393859,0.002203962,0.08574425,-0.031424907,-0.000947525,0.008474123,-0.012421432,0.010243989,0.003833882,0.007695395,-0.015782405,0.002363488,0.003894024,0.007048841,-0.007475656,-0.019552868,-0.014778333,0.011930725,0.00674836,0.05557375,-0.004766122,0.015314639,0.043967315,0.015714385,-0.026500456,0.01723579,-0.018563158,-0.004694062,-0.005027259,-0.029068723,-0.014238048,-0.001963329,0.025835155,0.009500749,0.043852875,-0.051239025,-0.00536395,1,-0.011031037,-0.014809917,-0.002961207,-0.047751112,-0.013118096,0.00966937,0.03993244,0.048899896,-0.057608811,-0.058336193,-0.049203049,-0.035336775,-0.056093855,-0.055923374,0.046417936,-0.084790981,-0.055086563,0.010848511,-0.030639175,0.025784541,-0.055802007,-0.030711063,-0.057428028,-0.03816635,0.022280265,-0.039006091,0.006949356,0.017578606,-0.010103679,0.013176697,0.008964935,-0.000681973,0.082065571,0.093676418,0.003607277,0.022423915,0.00318525,0.025818454,0.003041905,-0.013924662,0.00290049,-0.018316651,-0.003168898,0.081863644
D_109,0.025833954,-0.00999871,-0.017253439,0.028171708,-0.012528442,-0.018070049,-0.009707754,-0.016818556,-0.007197267,-0.011515643,-0.014486805,-0.014893084,0.038720475,0.013450637,-0.009447099,-0.005398618,0.0302055,-0.025082269,0.000299522,0.003169994,-0.022414879,-0.036474959,0.011040888,0.084721127,-0.022510377,-0.01532195,0.032189247,0.005931632,0.000432116,-0.006861358,-0.000665232,-0.015783285,-0.000383307,0.003569337,-0.007969494,-0.019929456,0.005192343,0.014518536,-0.017866556,0.034328971,0.007270436,-0.005881695,-0.022626926,0.000471265,0.003149346,-0.049679031,0.002906856,-0.024208913,0.007273539,0.021804541,0.047546757,-0.025560359,-0.005276621,-0.002366367,-0.024705516,-0.01021482,0.030782229,-0.017048442,-0.004698419,-0.019277049,0.017772469,0.000667483,-0.003071077,0.014367071,-0.003428044,0.001974909,-0.015014923,-0.015246525,0.032152485,-0.006298743,-0.015619855,-0.021038874,0.008808929,-0.019565781,-0.019195377,-0.021453083,0.030519378,0.003517032,0.000328494,0.045938321,-0.007960667,0.000583208,-0.009075721,-0.011093592,-0.006469447,0.006234253,-0.001472437,0.000503217,-0.00996016,-0.01101147,0.001411059,-0.004564918,-0.012666395,-0.002590707,-0.005165742,-0.001495309,-0.003280308,-0.002580732,-0.000551436,-0.007053936,-0.006230515,-0.010619632,-5.35E-05,-0.017895885,0.005901821,0.012269074,,-0.003610671,-0.001618852,0.013468237,-0.003976107,0.000886437,-0.000663852,-0.007479538,-0.002234312,-0.004570122,-0.004722529,0.026555795,-0.004499405,-0.004787823,0.003960834,0.01489925,0.019485631,8.27E-05,0.035503343,-0.006386907,0.00193961,0.014705119,-0.010727557,-0.002783182,-0.006505077,0.010953718,0.010723683,-0.006786491,-0.014396004,-0.014378418,0.001525828,-0.000245706,-0.012082845,-0.002605485,-0.017135061,-0.005432651,0.009195523,-0.021117464,-0.011031037,1,0.014483545,0.00673145,-0.013334493,0.010401012,-0.000977661,-0.006814758,-0.015383336,0.018423,0.016678857,0.009898852,0.016712876,0.01560607,0.015484872,-0.004853932,0.025895684,0.017026324,-0.007504869,0.006317729,-0.009215916,0.012575144,0.034813147,0.008346485,0.000707958,0.007002943,0.041528466,-0.014808051,-0.012910047,0.005520894,-0.009499908,-0.001633778,-0.014479607,-0.003846233,-0.012212394,-0.002014021,0.011595445,-0.014490714,-0.0064482,-0.014359015,0.005867721,-0.014482417,-0.007023885,-0.010450973,-0.020960133
D_110,-0.110995341,-0.010189849,0.181980074,0.004622772,0.059551565,0.00690257,0.034932983,0.00821498,0.06379907,0.107252658,0.136995207,0.221814333,-0.037943971,0.063636305,0.001162468,0.080252836,-0.007838384,0.119452342,0.150538843,-0.022754952,0.187618581,0.023638703,0.078479452,-0.030888827,0.075662282,0.104139053,0.052327699,-0.014124457,0.011688607,0.026181944,0.011408266,0.200940116,0.058916007,-0.023172486,0.000476942,-0.001426372,0.055691376,-0.075538158,0.150065474,0.069897335,0.047533429,0.017797539,0.10994055,0.059764018,0.219995197,0.116050886,-0.049663615,0.130663033,0.054960788,0.031128383,0.03572102,0.00089619,0.042584403,0.014382382,-0.002065155,0.029464464,-0.05446457,0.025880882,-0.032819303,-0.020270617,0.00317233,-0.052475672,0.020721513,-0.044109211,-0.001603154,0.013795579,0.014961212,0.054604202,0.013100604,-0.005204525,0.062309384,0.203577541,0.285191429,0.011133125,0.090768968,0.082628496,0.114213162,0.012069481,0.03355465,0.041466451,0.285233744,0.040311907,0.057055789,0.043603695,0.026193571,0.078871039,0.021640752,0.162720409,0.068206,0.061815259,0.011452615,-0.009035601,-0.01658864,0.004602266,0.002128426,0.239326704,-0.003645365,0.015750158,0.009887591,0.029702511,-0.00504786,0.096976252,0.114959734,-0.012878606,0.041736858,0.014460262,,0.002711405,-0.017051308,0.115895981,-0.013023161,-0.006192948,0.06792791,0.016222481,-0.005275042,-0.010279634,-0.0098275,0.019224014,-0.004035714,0.019425005,-0.004950041,-0.03212571,-0.022690151,0.000912328,0.016997904,-0.005667279,0.019463251,0.048238312,-0.053911926,0.04043958,-0.059722139,-0.052044714,0.04817463,0.001997483,0.022856549,0.022165553,-0.042672981,0.085264676,0.023270846,0.367551274,0.084801415,0.057642893,-0.029081868,0.054920862,-0.014809917,0.014483545,1,0.198780989,-0.080865928,-0.011525641,0.00721363,-0.097301839,-0.005885549,0.018611967,-0.005103533,-0.0031799,-0.030421155,0.000628791,0.000222772,0.018222711,-0.014375242,-0.019891561,-0.013151211,0.034669442,-0.001367353,-0.014836718,0.008446815,-0.014918363,-0.029026293,-0.0016703,0.088329004,0.03936474,0.042646372,0.038327606,0.020740761,0.023085904,0.084988945,-0.021004282,0.056398525,0.028884284,-0.038439779,-0.013113225,0.018874858,-0.012311547,0.034031725,-0.011825756,-0.01481847,0.001157052,0.150597526
D_111,-0.091267625,0.015164422,0.219417218,-0.049206165,0.060978609,0.03156151,-0.008741908,0.075511241,-0.04502279,0.059694607,0.119815906,0.151377222,0.017358371,-0.083924811,0.019970467,0.033052019,0.043953378,0.130725446,0.02137639,-0.096594005,0.214571815,-0.01130475,-0.04812749,-0.033643794,0.150019192,0.053851156,-0.038131224,-0.029368102,-0.040993864,0.071145666,-0.016216796,0.223829918,0.039758855,0.012910064,0.04049098,0.041580651,-0.057258362,-0.083156539,0.131789525,-0.031311262,-0.057457991,0.042323489,0.130853578,0.007557678,0.067264912,0.452144987,-0.048198785,0.132658151,-0.036051171,-0.087094826,-0.08040562,-0.024368801,-0.035249179,-0.017857546,0.032299273,0.160837745,-0.100921372,0.062960359,-0.024063653,0.014306359,0.075601502,-0.033666771,0.039982376,-0.069532038,0.003657809,-0.004932272,0.064605188,0.057389932,-0.044653343,0.009426598,0.067923027,0.216392692,0.104866311,-0.003222385,0.115473025,0.114171017,-0.038833417,-0.03211983,0.030082082,-0.077518099,0.148781884,-0.036436557,0.034456264,0.09427363,0.043627485,0.114681085,-0.007813127,0.044737674,0.042309283,0.065406355,-0.003313529,0.02422498,-0.001028003,-0.008886551,0.040233809,0.100108577,0.023087448,0.007821286,0.0015053,0.036158007,0.03194528,0.063182112,0.015722854,0.040974317,-0.037142887,-0.023850391,,0.006469466,-0.0014843,0.101171019,0.002633954,0.009842575,0.025098691,0.009067114,0.006841538,0.018491394,0.007339038,-0.039508404,0.036019047,-0.003596191,0.004241635,-0.01723603,-0.057602345,0.030268197,-0.046223397,0.020190234,-0.006570147,-0.028449179,-0.03133093,0.022895972,-0.031951222,-0.020892332,-0.033133343,0.020270962,0.054793254,0.054457368,-0.014728117,-0.010628884,0.047479049,0.196633595,0.112175546,0.044070184,-0.050872945,0.081651454,-0.002961207,0.00673145,0.198780989,1,-0.268161478,0.013358951,-0.0156617,-0.032029079,-0.050440871,0.085695535,0.046672149,0.007503962,-0.008545438,0.038043201,0.037548485,0.027981038,0.088206346,0.043047899,-0.039857786,0.051119594,-0.048919014,0.063554062,-0.096518691,0.070821392,0.070282582,-0.020604294,0.050499143,0.11154383,0.100034847,0.034589441,0.041183815,0.011367313,0.004424479,0.04587416,0.015068844,0.018749047,-0.043927734,0.04513457,0.015215809,0.044719959,0.004663134,0.046995835,0.020298237,0.050822071,0.137834796
B_39,0.106597994,-0.075290091,-0.194156337,0.059685273,-0.010884055,-0.023030045,-0.019305991,-0.032363208,-0.046201588,0.012516214,-0.041380728,-0.099517774,-0.003981731,0.096483885,-0.019616802,0.009378046,0.010918426,-0.095647212,0.186885014,0.03601448,-0.189068855,-0.024823986,0.045173512,0.074591424,-0.088456774,0.028119538,0.056169143,-0.020193831,0.041183177,-0.000752792,-0.021654258,-0.19335017,-0.014261073,0.018984889,-0.015962107,-0.040885863,0.084527646,0.049628079,-0.07343335,0.030758647,0.063469844,-0.014682012,-0.080632232,0.018293817,-0.058279727,-0.171361954,-0.036441619,-0.078492004,0.028344414,0.029507015,0.075311481,0.057821144,-0.045427039,-0.039657728,-0.030747595,-0.452171671,0.084632999,-0.005806525,0.016834328,-0.067133882,0.004413461,0.042778799,-0.020918608,0.003803388,-0.016217751,0.012836938,-0.008600124,-0.033385812,0.027622319,-0.019656266,-0.04861946,-0.183574649,0.315305853,-0.12216471,-0.091213311,-0.092657551,0.202511102,-0.011861684,-0.007212441,0.063584119,-0.12561065,0.000686695,-0.007738088,-0.030708369,-0.012780491,0.076357304,0.0074009,0.107442256,0.000760131,0.014940197,0.012671652,-0.024355714,-0.068371576,0.01467022,0.001263479,-0.040067146,-0.004612681,-0.023149772,-0.002375267,-0.014268306,-0.019190736,0.007577991,-0.059458913,0.048329175,0.021487053,-0.000482616,,-0.014450039,-0.008659113,-0.172903967,0.033083108,0.016979318,0.008361777,-0.013610699,0.011571982,-0.024744537,0.007370338,0.076568287,-0.007932434,-0.009503102,0.008507494,0.04137995,0.061867593,0.004892597,0.06912223,-0.031982622,-0.019042174,0.037110644,-0.002516929,-0.017974863,-0.007947551,0.014872069,0.005812381,-0.0266882,-0.023345912,-0.02366653,-0.052227361,0.065134405,-0.032055612,-0.116320566,-0.133240594,0.007449888,0.023317216,-0.114056567,-0.047751112,-0.013334493,-0.080865928,-0.268161478,1,0.010353718,-0.026781264,-0.016613745,0.009971656,0.025769549,-0.01114022,-0.007442427,0.024832529,-0.002174246,-0.002127305,-0.003228587,-0.001912845,0.034423511,-0.008510473,0.019563858,0.021498458,0.01807292,0.071477141,0.048232302,0.049887997,0.014670731,0.258922684,-0.026792127,-0.047293645,-0.11634617,-0.067256783,0.013170855,-0.06916769,0.009871883,0.053605711,0.046769298,0.024873974,-0.035736669,-0.006168488,-0.035894736,-0.00057341,-0.036624256,-0.029559891,-0.024628868,-0.082792524
D_112,0.334444003,-0.508026796,-0.148990986,0.275531319,-0.299333026,-0.08896288,-0.680210567,-0.220125264,-0.113960057,-0.065554987,-0.171417476,-0.165153331,-0.052981467,-0.055232545,-0.319656754,-0.018212017,0.004007328,-0.276393527,-0.008835571,0.035648062,-0.144527232,0.009243,0.011593615,0.064792912,-0.199625377,-0.03864991,0.036630343,0.159723509,0.024833894,-0.140382695,-0.089898126,-0.142970169,0.204639503,0.439843125,-0.298482949,-0.114214763,-0.043340718,-0.036479586,-0.259266083,-0.02542758,-0.060774336,-0.203081806,-0.176395933,-0.029938342,-0.158767518,-0.044674652,-0.0491545,-0.243660092,-0.130632156,-0.107532716,0.130815394,-0.006739503,-0.092918714,-0.159968062,-0.29160566,-0.045869244,0.29712286,-0.112535409,0.005784342,-0.25607455,-0.042420558,-0.038590748,-0.129668315,-0.093877605,-0.010239762,-0.013603525,-0.163201331,-0.098245935,-0.036691575,-0.157939552,-0.00418628,-0.144663344,-0.02638722,0.084662528,-0.140587465,-0.173796054,0.033472713,-0.16742531,-0.121161164,0.093076541,-0.100836003,-0.127686013,-0.200169555,-0.059474295,-0.224706753,-0.020064206,-0.016811281,-0.029397855,-0.200124327,0.012893453,-0.017423248,-0.197157186,-0.111825874,-0.02543254,0.203408476,-0.180940212,-0.141049507,-0.064013186,-0.042231011,-0.176362162,-0.200408366,-0.037591828,-0.066510531,-0.101927274,-0.112481174,-0.022004445,,-0.113673791,-0.005779184,0.160479074,0.128337648,0.003389779,-0.063181172,-0.07449116,-0.023865814,-0.120002146,-0.036969136,0.328885343,-0.16138268,-0.146815244,-0.015034198,0.012050549,0.054576644,0.006711861,-0.019979293,-0.153854043,-0.13808812,-0.067568903,-0.132136719,-0.109184594,-0.136425048,0.238926113,-0.041945127,-0.056204139,-0.069580684,-0.069816093,-0.042097571,-0.001045132,-0.07728693,-0.013202546,-0.148918953,-0.049544759,0.066813457,-0.25806148,-0.013118096,0.010401012,-0.011525641,0.013358951,0.010353718,1,-0.007222387,0.050019953,-0.02811705,-0.044508313,0.037745736,-0.098307806,-0.012842928,0.028248822,0.028353118,-0.079676442,-0.003533364,0.016270617,-0.008653847,-0.073212451,-0.0151888,-0.051929738,0.012947473,-0.019443779,-0.024866592,-0.15147157,0.027708193,-0.065833123,-0.062178204,-0.021198898,-0.055478264,0.010767938,0.069479449,0.035436312,0.103802016,-0.011765298,-0.083884981,-0.048195832,-0.033842155,-0.047940186,-0.010023127,-0.048200339,-0.011966101,-0.037899682,-0.2512532
B_40,-0.030518486,0.008809709,0.01737354,-0.022576646,0.016768604,0.008391804,0.008178619,0.023134898,0.013327536,0.004092423,0.037253441,0.036099532,-0.001965616,-0.003965557,0.016475366,-0.003713975,-0.003626527,0.03486562,-0.006446645,-0.00398414,0.046959249,0.002074921,-0.014807382,-0.010381735,0.019139977,0.002818121,-0.005630886,-0.00653618,-0.002671644,0.033042632,0.000476661,0.016391371,-0.00433716,-0.005860701,0.010741392,0.007856004,-0.001713083,-0.007293411,0.022464597,-0.014802547,-0.002739504,0.007778509,0.027961736,-6.26E-05,0.002626205,0.003372915,-0.014587936,0.030676629,-4.70E-05,-0.003148801,-0.018780177,-0.000105167,0.007271266,0.002246045,0.020719546,0.017795643,-0.028545747,0.021800287,-0.001818575,0.022892787,-0.000139718,-0.001950435,0.008882796,-0.007841404,0.001604499,0.000243401,0.021104383,0.008821502,-0.003858111,0.030516982,0.006350224,0.047701079,-0.038563844,-0.000197916,0.022473321,0.023660002,-0.082085565,0.003762596,0.003735728,-0.053104297,0.006391014,6.99E-05,0.022655131,0.00485561,0.007169768,0.03435336,0.001262099,0.000641726,0.009691957,0.000432353,0.001080173,0.016972174,0.003780315,0.000225429,-0.004532639,0.021719027,0.005957134,0.002960056,0.003520198,0.005658269,0.012224365,0.002627312,0.015126736,0.021031613,-0.002152564,-0.002571046,,0.00585381,0.002123958,0.052844403,-0.002618618,0.001231577,0.011191603,0.008443648,0.002579626,0.013607667,0.003001093,-0.02121414,0.007165922,0.014889698,0.00022502,-0.005284756,-0.007268333,-0.001026924,-0.003633721,0.017472307,0.002947866,-0.00396585,0.004555752,0.003694922,0.004425156,-0.012105143,-0.002523917,0.003784503,0.00475234,0.004799063,0.002887429,-0.001943773,0.003990477,0.000403562,0.017427875,0.004648925,-0.00536457,0.021159286,0.00966937,-0.000977661,0.00721363,-0.0156617,-0.026781264,-0.007222387,1,-0.004767365,0.001806905,-0.004535417,-0.004239001,0.003071664,-0.003950179,-0.00355002,-0.003548359,0.003347216,-0.001141886,-0.004108951,0.000284367,0.003140787,0.000184374,0.001091533,-0.010203256,-0.004463015,-0.003448359,0.002691011,-0.064828963,0.005991799,0.00543867,0.013691972,0.00602987,-0.000500719,0.007790365,0.001347946,-0.01063149,-0.001090923,0.006050457,0.004072576,0.004387059,0.004069878,0.00179423,0.004074254,0.001049257,0.002988726,0.02025705
S_27,0.01098008,0.036338488,0.100024534,0.037278029,-0.018421633,0.152612154,-0.035005888,-0.112042302,-0.09406022,0.027457725,-0.083271908,-0.028281481,-0.126964059,0.022858251,-0.068272167,0.029506683,-0.109074724,-0.031334162,0.027916006,0.01392493,-0.042304071,0.135106963,-0.005729808,0.027781085,0.017703488,0.070564355,-0.020194727,-0.018591118,0.016323032,-0.061405671,0.07321545,0.098786804,0.062929365,0.024571092,-0.068005,0.165273314,0.002808718,0.161547261,-0.109866159,-0.026401944,0.029820158,-0.054861673,-0.086118151,0.018237933,0.043800453,0.057930333,0.212022643,-0.022378922,0.000681198,-0.047030664,-0.030540463,0.018737899,-0.121881928,0.022746609,-0.117976324,-0.03722837,0.003396838,-0.053957179,0.019247764,-0.12435694,-0.199757963,0.123753355,-0.050455801,0.288632691,0.062164364,0.000108843,-0.011221492,-0.058216141,-0.005082406,-0.048373,-0.031390595,-0.045759333,0.033516528,0.242292425,-0.085864225,-0.078731053,-0.027993535,0.017649468,-0.018417259,-0.058994295,0.104128967,-0.001556125,-0.072672995,0.016510534,-0.055299693,-0.049130906,0.057322001,0.034830037,-0.063062719,0.031580838,0.002090885,-0.055955642,0.09914956,0.017538391,-0.01158538,-0.011625434,-0.043304102,-0.001571613,-0.009692296,0.00517938,-0.055982455,0.025587078,0.009212591,-0.021488031,-0.010280852,0.02640211,,-0.039063534,-0.000972024,-0.217912391,-0.012525082,0.030146155,-0.008049433,-0.063263489,0.053466836,-0.04061972,0.055851988,0.006379354,-0.048547791,-0.042210718,0.009538709,0.043494447,0.076465652,-0.010697884,-0.005541116,-0.051105963,0.015642713,0.017408437,0.106393575,-0.015460596,0.110822032,0.093331943,0.019200459,0.000841054,0.031145446,0.030694917,-0.029307239,0.008228932,0.027463009,0.013703089,0.100915922,-0.03159974,-0.001771197,-0.071396681,0.03993244,-0.006814758,-0.097301839,-0.032029079,-0.016613745,0.050019953,-0.004767365,1,0.070176139,-0.140856472,-0.083456742,-0.243455344,-0.081383667,-0.085960168,-0.085237367,-0.06713084,-0.103358189,-0.036646475,0.031757222,0.001766639,0.045249009,-0.128498564,-0.003432716,-0.012899866,0.000627102,0.00903049,-0.038755079,0.018245955,0.018763302,-0.033777232,-0.004410649,0.219676105,0.054411516,0.020412066,0.028292789,0.017886654,0.004137017,0.02878908,-0.000951589,0.028254615,-0.016869504,0.02878624,0.01284331,0.01901723,0.007438983
